Title,Date Posted,Link
Kayleigh McEnany: Americans have ‘whiplash’ over anti-Trump rhetoric,2024-11-07T22:45:00Z,https://www.youtube.com/watch?v=KwkUPk8Cao4
Karine Jean-Pierre confronted on Biden's alleged role in Harris' loss,2024-11-07T22:15:01Z,https://www.youtube.com/watch?v=om-DXQL8i9w
Meet America's future vice president and second lady,2024-11-07T21:48:19Z,https://www.youtube.com/watch?v=1bA8SYiPi6s
Tulsi Gabbard: The American people’s voices were heard,2024-11-07T21:45:02Z,https://www.youtube.com/watch?v=YAnA3mhHJ2Q
"BREAKING NEWS: Republican McCormick wins Pa. Senate race, flips seat",2024-11-07T21:41:58Z,https://www.youtube.com/watch?v=PD5nTpZLZjE
McEnany: They tried 'lawfare' and it didn't work,2024-11-07T21:00:00Z,https://www.youtube.com/watch?v=074ihDk8ii8
Karine Jean-Pierre responds to the 2024 election: The American people made the decision,2024-11-07T20:32:28Z,https://www.youtube.com/watch?v=Y88XYnZD9-Y
White House pressed about blame on Biden after Trump win,2024-11-07T20:27:32Z,https://www.youtube.com/watch?v=pMOK5QO3tz4
Vivek Ramaswamy: This is a new Republican Party and a new country,2024-11-07T20:15:02Z,https://www.youtube.com/watch?v=rLnjitAv28E
Grand Canyon University students chant “USA!” after President-elect Trump secured a historic victory,2024-11-07T20:09:32Z,https://www.youtube.com/watch?v=ebBUnYA3eOk
"'Hideously rejected': Why Kamala Harris' 'empty, hollow rhetoric' failed",2024-11-07T19:30:01Z,https://www.youtube.com/watch?v=CAKHvTcil_k
LIBERAL MELTDOWN! Reaction to Trump's election victory | Will Cain Show,2024-11-07T18:56:57Z,https://www.youtube.com/watch?v=k7rOhk-h3hc
"Trump still has some legal ‘torpedoes in the water,’ legal expert warns",2024-11-07T18:45:04Z,https://www.youtube.com/watch?v=nNf1LyzMUIo
'What's she fighting for?': Co-hosts react to Kamala Harris' concession speech,2024-11-07T18:00:09Z,https://www.youtube.com/watch?v=KilBf5IYEFE
Biden pledges 'peaceful and orderly' transfer of power after Harris loses election,2024-11-07T17:32:21Z,https://www.youtube.com/watch?v=Tdw6k6W9Hf4
Dem who ran against Biden: This is the day the election was lost,2024-11-07T17:30:13Z,https://www.youtube.com/watch?v=os2cahZdyEM
‘NO RESPECT’: Philly DNC lashes out at Harris campaign for botching race,2024-11-07T17:00:26Z,https://www.youtube.com/watch?v=QVzGeOM181w
Biden addresses the nation after Trump's election victory,2024-11-07T16:33:33Z,https://www.youtube.com/watch?v=2fU-A4gO4G4
Democrats turn on Biden after embarrassing defeat,2024-11-07T16:30:10Z,https://www.youtube.com/watch?v=R5-oJUgGlzU
RFK  Jr. vows to clear out entire departments at FDA,2024-11-07T16:00:42Z,https://www.youtube.com/watch?v=jpHLeR1pU_w
Democrats' attempts to 'weaponize' the DOJ against President-elect Trump failed: Donald Trump Jr.,2024-11-07T15:51:18Z,https://www.youtube.com/watch?v=10s57imyWz0
WATCH LIVE: 2024 Election Day results,2024-11-07T15:35:59Z,https://www.youtube.com/watch?v=E94nRgpFBaA
WATCH LIVE: Congressional balance of power results,2024-11-07T15:33:16Z,https://www.youtube.com/watch?v=Y6PF8giGEmg
WATCH LIVE: The Race to 270,2024-11-07T15:31:12Z,https://www.youtube.com/watch?v=vVcR5ue5GZo
Democrat suffers blowout loss as Senate flips red,2024-11-07T15:15:05Z,https://www.youtube.com/watch?v=mE5pKg0ju4Q
NY Attorney General Letitia James vows to resist any efforts by Trump for “retribution” against her,2024-11-07T14:52:15Z,https://www.youtube.com/watch?v=374_wOKVXZs
Trump's legal cases likely 'dead in water' after historic 2024 victory,2024-11-07T14:45:00Z,https://www.youtube.com/watch?v=D19eIU-eMVI
"'The View,' MSNBC 'shattered' over Trump victory: 'Legacy media is dead'",2024-11-07T14:15:08Z,https://www.youtube.com/watch?v=kSG-7PYI6BM
DNC official scolds the Harris campaign for blaming President Biden for her loss,2024-11-07T14:11:13Z,https://www.youtube.com/watch?v=LuN-5jThlf4
Peter Doocy: Angry Democrats pointing fingers for Harris' loss,2024-11-07T13:30:27Z,https://www.youtube.com/watch?v=m7EbNSAwGTo
Markets SOAR to record highs after Trump's 2024 victory,2024-11-07T13:00:06Z,https://www.youtube.com/watch?v=3eWOYUH44n8
Dave Portnoy: This probably 'cost' Kamala Harris her campaign,2024-11-07T12:30:08Z,https://www.youtube.com/watch?v=8HS1XttsRNc
Dems' blame game on Kamala Harris' loss in full swing: 'Ivory-tower nonsense',2024-11-07T12:00:13Z,https://www.youtube.com/watch?v=7GROfQe1G98
Greg Gutfeld: Libs in the media can't wrap their heads around Trump's epic win,2024-11-07T11:30:30Z,https://www.youtube.com/watch?v=fivVb5dB_dY
"Fox News Highlights -  Nov. 6, 2024",2024-11-07T11:01:04Z,https://www.youtube.com/watch?v=tfiuS_g2NIU
Charlie Kirk: We needed to turn Trump supporters into voters,2024-11-07T10:30:10Z,https://www.youtube.com/watch?v=QV22J4r7xZE
Eric Trump praises Americans who 'came out in force' on Election Day,2024-11-07T10:00:57Z,https://www.youtube.com/watch?v=mD25wjmGtlA
Alina Habba: Democrats ‘put us through hell’,2024-11-07T09:30:18Z,https://www.youtube.com/watch?v=qyZs1uHiTZE
Speaker Johnson: We have a ‘mandate’ from the American people,2024-11-07T09:00:19Z,https://www.youtube.com/watch?v=L0Juc3CqYsE
Harris surrogate: We're in a state of shock,2024-11-07T08:30:03Z,https://www.youtube.com/watch?v=AFU_ZsVyt4U
Bret Baier: This outcome is an indictment of the media industrial complex,2024-11-07T08:00:22Z,https://www.youtube.com/watch?v=ZcH4VEDkzZ0
Trump senior adviser explains the ‘MAGA mandate’,2024-11-07T07:45:02Z,https://www.youtube.com/watch?v=ju88uBZH6rw
US Senate ‘firmly’ in Republican hands after flipping multiple seats,2024-11-07T07:30:02Z,https://www.youtube.com/watch?v=7EhOI0Fjbn0
Guy Benson Show: Trump's Historic Election Win,2024-11-07T07:15:00Z,https://www.youtube.com/watch?v=D6XFu8dnmW8
'They never thought she'd lose': Hosts react to Trump's decisive win,2024-11-07T07:00:32Z,https://www.youtube.com/watch?v=l5_L6mvaDLU
Trump campaign senior adviser: America is respected again,2024-11-07T06:30:15Z,https://www.youtube.com/watch?v=UZgRuOII0Ig
Fox News hosts share their ‘winners and losers’ of the 2024 campaign,2024-11-07T06:00:13Z,https://www.youtube.com/watch?v=TyvXKmjrRgU
Why Trump's legal problems could go away after election win,2024-11-07T05:30:00Z,https://www.youtube.com/watch?v=1h7rkslcXJI
'UTTER ARROGANCE': NY AG skewered for 'distasteful' post-Trump-victory remarks,2024-11-07T05:00:11Z,https://www.youtube.com/watch?v=EFXj-utEhVw
Gutfeld: This was a blowout,2024-11-07T04:30:15Z,https://www.youtube.com/watch?v=eTtbnO_DHP8
"Jesse Watters: Trump did it, because you did it",2024-11-07T03:45:00Z,https://www.youtube.com/watch?v=CE5RUNzUmJQ
Sean Hannity: Trump will work tirelessly to make America great again,2024-11-07T03:19:56Z,https://www.youtube.com/watch?v=wEcgBfYJGI8
Eric Trump: My father gave the American people a voice,2024-11-07T03:15:03Z,https://www.youtube.com/watch?v=pHNjeGYmgeY
"VP Kamala Harris delivers concession speech, other top Dems react to Trump victory",2024-11-07T03:00:44Z,https://www.youtube.com/watch?v=vjPHWzHlLGc
Laura Ingraham: Trump's comeback was a 'total political vindication',2024-11-07T01:45:00Z,https://www.youtube.com/watch?v=FPFfmYz9PcM
Bill Barr says Trump's legal cases 'not going forward' after win,2024-11-07T01:15:00Z,https://www.youtube.com/watch?v=FH8r_jyxY_A
'The Five' reacts to Kamala conceding to Trump,2024-11-07T00:40:53Z,https://www.youtube.com/watch?v=Hj_6hjoEVKI
'The Five' reacts to Trump's historic political comeback,2024-11-06T23:45:01Z,https://www.youtube.com/watch?v=hWvMWHPwcOA
"Jessica Tarlov says Democrats are playing ""VP blame game"" after Harris' loss",2024-11-06T23:38:34Z,https://www.youtube.com/watch?v=wUhAxLwp3_I
'Profoundly disturbing': 'The View' digests Trump's election win,2024-11-06T23:15:00Z,https://www.youtube.com/watch?v=4XeCTl5xH1k
We asked voters around NYC how they're feeling about Trump's victory and here's what they said,2024-11-06T22:55:14Z,https://www.youtube.com/watch?v=4JiTP5A-IXE
VP Harris concedes election after Trump's historic win,2024-11-06T22:30:38Z,https://www.youtube.com/watch?v=_psM6xxjO6s
How the call for Trump was made: Bret & Martha recap Election Night,2024-11-06T22:15:00Z,https://www.youtube.com/watch?v=HKbMikfTj7w
"'I'm speechless': Hosts react to CNN, MSNBC takes on Trump victory",2024-11-06T21:45:00Z,https://www.youtube.com/watch?v=QZ1dBYVlKUE
Kamala Harris' concession speech after loss to Trump,2024-11-06T21:41:35Z,https://www.youtube.com/watch?v=0ASIeYMfh14
Kamala Harris speaks after election loss: 'I am so proud of the race we ran',2024-11-06T21:41:29Z,https://www.youtube.com/watch?v=G_Yi35AJjWM
A closer look into 2024 voter demographics,2024-11-06T21:15:01Z,https://www.youtube.com/watch?v=6vRz5-49IRQ
Pennsylvania win gives Trump supporters a ‘jolt of electricity’ in remaining races,2024-11-06T20:45:01Z,https://www.youtube.com/watch?v=kroGOOn-ids
"CNN, MSNBC melt down after confidently predicting Harris victory",2024-11-06T20:15:00Z,https://www.youtube.com/watch?v=Yi9Uw4wtAqw
Harris says she will vote to certify Trump win,2024-11-06T19:45:00Z,https://www.youtube.com/watch?v=UgvshcYkFgY
BREAKING NEWS: Tammy Baldwin retains Wis. Senate seat,2024-11-06T19:23:05Z,https://www.youtube.com/watch?v=3BgcQFdzgYM
Kevin O'Leary: This is what Democrats missed in 2024,2024-11-06T19:15:00Z,https://www.youtube.com/watch?v=7sNH_6eha9Y
BREAKING: Harris calls Trump to concede election,2024-11-06T19:06:01Z,https://www.youtube.com/watch?v=UvX7sHzEOEg
IT'S ALL OVER! How Trump won the Presidency | Will Cain Show,2024-11-06T19:02:56Z,https://www.youtube.com/watch?v=lic1fK0Mf4s
Perino: Democrats have no one to blame but themselves,2024-11-06T18:45:02Z,https://www.youtube.com/watch?v=zw9AYQdg2FM
‘Fox & Friends’ hosts say Democrats facing 'autopsy' after election loss,2024-11-06T18:24:48Z,https://www.youtube.com/watch?v=k9lq8ywvfFI
Trump's stunning comeback: Blue counties that flipped red,2024-11-06T18:15:00Z,https://www.youtube.com/watch?v=8NaavArxG3w
McCarthy: The blame starts here for Democrats,2024-11-06T17:45:02Z,https://www.youtube.com/watch?v=lH0a24jszrY
'Fox and Friends' hosts discuss what comes next for President-elect Donald Trump,2024-11-06T17:38:21Z,https://www.youtube.com/watch?v=iDO-LdYJn9Y
Swing state voters fired up over Trump victory: 'Best day for America there ever was',2024-11-06T17:15:00Z,https://www.youtube.com/watch?v=BJmE8VM--tE
Trump makes shocking gains in Fox News Voter Analysis,2024-11-06T16:45:00Z,https://www.youtube.com/watch?v=87R6cDdlXV4
Kamala Harris performing historically low in popular vote,2024-11-06T16:27:13Z,https://www.youtube.com/watch?v=177Ja1aFlMY
Longtime Dem senator ousted: 'America won last night',2024-11-06T16:15:00Z,https://www.youtube.com/watch?v=-929eVDNG0I
"Trump on track for electoral ‘landslide,’ popular vote win",2024-11-06T15:45:05Z,https://www.youtube.com/watch?v=q6POvr1FZeE
"Kevin O’Leary: Trump saved the Democrats, too",2024-11-06T15:15:03Z,https://www.youtube.com/watch?v=LbaKFB75enI
"'Never seen anything like this': Perino, hosts on Trump defeating Harris",2024-11-06T14:45:01Z,https://www.youtube.com/watch?v=KN0v6gbcWbE
"Republican, Democratic voters discuss Democrats facing rapid decline in favorability",2024-11-06T14:30:04Z,https://www.youtube.com/watch?v=8lbgEFLZfMg
'Like a phoenix rising from the ashes': A Trump comeback realized,2024-11-06T14:15:03Z,https://www.youtube.com/watch?v=rV_eCbSExko
Kevin McCarthy says he's confident the GOP will remain in control of the House,2024-11-06T13:58:24Z,https://www.youtube.com/watch?v=5yZF6FRTwpM
"Trump projected to win presidency: World leaders react, Dow futures soar",2024-11-06T13:45:04Z,https://www.youtube.com/watch?v=sDRHc3aouos
Trump sees STUNNING gains with Black male voters in key swing state,2024-11-06T13:15:03Z,https://www.youtube.com/watch?v=hDaznlFHUS4
Trump supporters erupt into cheers when FOX News projects the former president will win the election,2024-11-06T13:15:00Z,https://www.youtube.com/watch?v=4nLOhyluJxU
Trump campaign hasn't heard from Biden or Harris since projected 2024 victory,2024-11-06T12:45:00Z,https://www.youtube.com/watch?v=BctAYqaO0PU
North Carolina diners react to Donald Trump's projected election win,2024-11-06T12:34:43Z,https://www.youtube.com/watch?v=l9Xpk021I0I
"Crowd goes 'absolutely nuts' for Trump's victory, Fox reports",2024-11-06T12:15:00Z,https://www.youtube.com/watch?v=6l61bNhUPts
"Trump says ""God spared my life for a reason"" in victory speech to American people",2024-11-06T11:45:06Z,https://www.youtube.com/watch?v=_ov3xHfBwfc
Jesse Watters to 'Democratic machine': 'Bravo' for making this race competitive,2024-11-06T11:45:01Z,https://www.youtube.com/watch?v=KBgzZ6ZKpjw
'TOTAL REJECTION': 'Fox & Friends' reacts to Trump's projected 2024 victory,2024-11-06T11:00:42Z,https://www.youtube.com/watch?v=XXpeg68gqCE
Kellyanne Conway 'personally' thanks 'The View' for Trump's victory,2024-11-06T10:45:00Z,https://www.youtube.com/watch?v=-YA-bvYIKwA
Courts see legal challenges over 2024 election nationwide,2024-11-06T10:15:03Z,https://www.youtube.com/watch?v=vnVHlsK8Vho
'Rarely' are there second chances this big: Kellyanne Conway,2024-11-06T10:00:11Z,https://www.youtube.com/watch?v=DmhI26edKu8
Pollster reveals surprising voter turnout statistics,2024-11-06T09:45:01Z,https://www.youtube.com/watch?v=qOIpNdBZCuE
How have the battleground states swung in past elections?,2024-11-06T09:15:00Z,https://www.youtube.com/watch?v=8c1rE8OTpeU
Hear from real 2024 voters on issues that matter to them,2024-11-06T08:45:02Z,https://www.youtube.com/watch?v=HpoOhHo4yv4
Donald Trump speaks after winning the 2024 Presidential Election,2024-11-06T08:09:45Z,https://www.youtube.com/watch?v=uT9s4BXcv6w
Trump speaks after being elected 47th president,2024-11-06T08:07:16Z,https://www.youtube.com/watch?v=eWnJCtdsNqc
Sean Hannity believes Kamala Harris has a 'numbers problem',2024-11-06T08:00:29Z,https://www.youtube.com/watch?v=eeZ8X-Z7K-A
"Trump elected 47th president, Fox News projects",2024-11-06T06:51:50Z,https://www.youtube.com/watch?v=RkEhrVuzlyg
Kevin O'Leary calls this a 'great' night for Dems if they lose: 'Reset and reboot',2024-11-06T06:45:03Z,https://www.youtube.com/watch?v=iHytdlFRESs
"Trump wins Pennsylvania, inches closer to the White House, Fox News projects",2024-11-06T06:30:09Z,https://www.youtube.com/watch?v=D_ODis7CJhc
Big Board analysis: Trump had more paths to the Oval Office,2024-11-06T06:30:01Z,https://www.youtube.com/watch?v=aw--uzmTs88
"Harris will not give Election Night remarks, campaign co-chair reveals",2024-11-06T06:15:06Z,https://www.youtube.com/watch?v=zX3D03LIQHQ
"‘BIG WIN’: Trump flips Georgia, Fox News projects",2024-11-06T06:10:25Z,https://www.youtube.com/watch?v=X6KCk-xHz6Y
"Kamala Harris wins New Mexico, Fox News projects",2024-11-06T06:00:20Z,https://www.youtube.com/watch?v=_gkgEibv_QY
VP Harris projected to win Virginia by narrow margin,2024-11-06T05:45:02Z,https://www.youtube.com/watch?v=hOXL9MGif00
"Republicans gain Senate control, Fox News projects",2024-11-06T05:30:09Z,https://www.youtube.com/watch?v=MpKllTPsW7M
"'Shark Tank' star Kevin O'Leary: ""It's wonderful to see democracy in action.""",2024-11-06T05:23:15Z,https://www.youtube.com/watch?v=JhPdv9MtPjg
"Where do the votes stand in GA, NC?",2024-11-06T05:15:01Z,https://www.youtube.com/watch?v=SB743Lp708A
Bill Hemmer: Kamala Harris needs to do well in these areas to win,2024-11-06T05:00:31Z,https://www.youtube.com/watch?v=Ylnzu69qYWY
"BREAKING NEWS: Trump to win North Carolina, Fox News projects",2024-11-06T04:47:14Z,https://www.youtube.com/watch?v=kYnaYQGpY48
Trump projected to secure 4 electoral votes with Gem State win,2024-11-06T04:45:00Z,https://www.youtube.com/watch?v=at8o_vezx5w
Trey Gowdy: There might be a 269 Electoral College tie,2024-11-06T04:30:01Z,https://www.youtube.com/watch?v=54382j-ipuk
"Republicans flip another Senate seat, Fox News projects",2024-11-06T04:27:21Z,https://www.youtube.com/watch?v=t8TXtxEsRnI
Hannity and Hume highlight how the influence of legacy media is 'dead',2024-11-06T04:15:37Z,https://www.youtube.com/watch?v=TMCpkFglI80
Alexis McAdams reports on the latest from Trump's Election Night headquarters in West Palm Beach,2024-11-06T04:11:00Z,https://www.youtube.com/watch?v=PvBLqN-kRno
Could Trump take back Wisconsin?,2024-11-06T04:00:36Z,https://www.youtube.com/watch?v=uY4mpFJDmUE
Jesse Watters shares his most memorable moments of the 2024 election,2024-11-06T03:50:59Z,https://www.youtube.com/watch?v=0JQAUrVZtsM
Trump projected to win Iowa,2024-11-06T03:45:47Z,https://www.youtube.com/watch?v=H6q0ewiH9Yk
Is Kamala Harris underperforming in Virginia?,2024-11-06T03:45:04Z,https://www.youtube.com/watch?v=yvAWjhJgBfY
Kellyanne Conway says Trump did his part by standing up and speaking up in communities,2024-11-06T03:34:05Z,https://www.youtube.com/watch?v=WvC4xNr33JE
Angela Alsobrooks projected to defeat Larry Hogan for Maryland Senate seat,2024-11-06T03:25:02Z,https://www.youtube.com/watch?v=zuAZt5AdIXU
Kevin McCarthy: Trump is performing better than he has before,2024-11-06T03:15:03Z,https://www.youtube.com/watch?v=kbdLv_QVyZM
"Trump to win Utah and Montana, Fox News projects",2024-11-06T03:08:05Z,https://www.youtube.com/watch?v=QktYcnYTNLo
Jessica Tarlov on what is driving voter turnout,2024-11-06T03:03:44Z,https://www.youtube.com/watch?v=PrEsdk52RfE
Path to 270: Trump's polling 'improved tremendously' in key states,2024-11-06T03:00:31Z,https://www.youtube.com/watch?v=Z4AfiXfuL7U
"Kamala Harris to win Delaware, Fox News projects",2024-11-06T02:50:00Z,https://www.youtube.com/watch?v=ap1ulGmPugM
"Harris projected to win NY, Colorado",2024-11-06T02:45:59Z,https://www.youtube.com/watch?v=XONZTuIzgUM
"Kamala Harris will win New Hampshire, Fox News projects",2024-11-06T02:45:00Z,https://www.youtube.com/watch?v=-mrZgIBbNj0
The economy and change are top of mind for voters this Election Day,2024-11-06T02:39:07Z,https://www.youtube.com/watch?v=UDlsglpxxU0
Sen. Ted Cruz projected to win third term in Texas,2024-11-06T02:34:27Z,https://www.youtube.com/watch?v=WucfBg4pVaA
"Trump to win Ohio, Fox News projects",2024-11-06T02:24:44Z,https://www.youtube.com/watch?v=KFr4yZIR-As
"Trump wins Texas, Fox News projects",2024-11-06T02:15:00Z,https://www.youtube.com/watch?v=a8dFvwIyCNI
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",2024-11-06T02:13:32Z,https://www.youtube.com/watch?v=c1XT_Wg5PKA
THROW HIM A BONE: 'Babydog' Justice is heading to Washington,2024-11-06T02:06:23Z,https://www.youtube.com/watch?v=xtRnFnTuA4k
Laura Ingraham: America has a 'stark choice' to make tonight,2024-11-06T02:00:19Z,https://www.youtube.com/watch?v=JsCsvZgCFtc
"Trump wins Arkansas, Fox News projects",2024-11-06T01:55:01Z,https://www.youtube.com/watch?v=G7soy7Z0gYE
"Kamala Harris wins several reliable Democratic states, Fox News projects",2024-11-06T01:45:02Z,https://www.youtube.com/watch?v=klw1DsDzkRc
"Crowd chants, ""Trump, Trump, Trump"" during Fox Nation event at Kid Rock's steakhouse in Nashville",2024-11-06T01:35:55Z,https://www.youtube.com/watch?v=Ytd0ldlnzfM
"Two states could be the first ‘telltale’ of 2024 race, Harold Ford, Jr. claims",2024-11-06T01:30:12Z,https://www.youtube.com/watch?v=MLvNW93fGII
"Trump to win South Carolina, Fox News projects",2024-11-06T01:22:17Z,https://www.youtube.com/watch?v=iKZcqYrWlfM
BREAKING NEWS: Fox News projects Trump will win Florida,2024-11-06T01:03:55Z,https://www.youtube.com/watch?v=Svou8DIRPwo
"70% of voters believe the US is moving in the wrong direction, polling shows",2024-11-06T01:00:13Z,https://www.youtube.com/watch?v=MqTWWrBky0s
"Republicans flip Senate seat in West Virginia, Fox News projects",2024-11-06T00:45:22Z,https://www.youtube.com/watch?v=vsVvSXOfHeQ
‘HUGE DROP-OFF’: Larry Kudlow says the pollsters are missing something,2024-11-06T00:45:02Z,https://www.youtube.com/watch?v=wxXg-8PvdNU
"Trump wins West Virginia, Fox News projects",2024-11-06T00:43:45Z,https://www.youtube.com/watch?v=mhS9Yp32Q-E
"There appears to be a 'Republican surge' on Election Day, pollster says",2024-11-06T00:30:16Z,https://www.youtube.com/watch?v=UBPb2ODtNYI
Some ballots will be rerun in Milwaukee after reported issues with tabulation machines,2024-11-06T00:15:00Z,https://www.youtube.com/watch?v=6EwOKwstZLo
Jesse Watters: How is the Democrat machine able to make this a competitive election?,2024-11-06T00:13:34Z,https://www.youtube.com/watch?v=81n2dNG6iZE
"Trump wins Kentucky, Indiana, Fox News projects",2024-11-06T00:09:55Z,https://www.youtube.com/watch?v=NWrBeFAwCe8
Bill Hemmer details path to 270 as some polls start to close,2024-11-06T00:00:40Z,https://www.youtube.com/watch?v=ulC9KARhE0w
"Judge Jeanine: 'Trump haters' already 'melting down,' pushing 'doomsday' scenarios",2024-11-05T23:24:29Z,https://www.youtube.com/watch?v=bNn24UJud5I
Latest on Georgia's voter turnout with 16 electoral votes at stake,2024-11-05T22:48:17Z,https://www.youtube.com/watch?v=5Ym5AWKPdKY
"'The Five' reacts to Trump, Harris Election Night showdown",2024-11-05T22:45:05Z,https://www.youtube.com/watch?v=mcT_I3fjG18
North Carolina's voter turnout after impact from Hurricane Helene,2024-11-05T22:34:10Z,https://www.youtube.com/watch?v=wWlVuOIvpRw
Kayleigh McEnany: This is a huge deal,2024-11-05T22:30:04Z,https://www.youtube.com/watch?v=cjfEnzOPWkg
Swing state steelworkers ERUPT for Trump despite union's Harris endorsement,2024-11-05T22:00:10Z,https://www.youtube.com/watch?v=ObpCL9Smrp8
A look at when votes could be finalized in Pennsylvania,2024-11-05T21:59:35Z,https://www.youtube.com/watch?v=JXcaDzNOWkY
Peter Doocy: This was so awkward it never even aired,2024-11-05T21:15:02Z,https://www.youtube.com/watch?v=VEHZ9ECRZT0
Puerto Rican voters not fazed by comedian's joke: Makes no difference,2024-11-05T20:45:00Z,https://www.youtube.com/watch?v=3F3Mv1r-rLA
Path to 270: Early indicators to watch when polls close,2024-11-05T20:00:00Z,https://www.youtube.com/watch?v=08NGLIV0JLM
